rank,finalWorth,category,personName,age,country,source,industries,selfMade,status,gender,date,gdp_country,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country
1804,1600,diversified,steven tisch,74.0,united states,insurance,diversified,False,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1804,1600,manufacturing,michael tojner,57.0,austria,"batteries, investments",manufacturing,True,D,M,2023-04-04 05:01:00,446314739528,103.1,81.6,25.4,51.4,8877067.0
1804,1600,healthcare,august troendle,67.0,united states,pharmaceutical services,healthcare,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1804,1600,technology,sekar vembu,51.0,india,business software,technology,True,U,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
1804,1600,energy,chris wallin,70.0,australia,mining,energy,True,R,M,2023-04-04 05:01:00,1392680589329,100.3,82.7,23.0,47.4,25766605.0
1804,1600,media & entertainment,wang changtian,57.0,china,"tv, movie production",media & entertainment,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1804,1600,media & entertainment,ning wang & family,36.0,china,toys,media & entertainment,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1804,1600,technology,scott watterson,67.0,united states,fitness equipment,technology,True,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1804,1600,energy,dan wilks,66.0,united states,natural gas,energy,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1804,1600,fashion & retail,alan wilson,82.0,australia,retailing,fashion & retail,False,Split Family Fortune,M,2023-04-04 05:01:00,1392680589329,100.3,82.7,23.0,47.4,25766605.0
1804,1600,fashion & retail,bruce wilson,76.0,australia,retailing,fashion & retail,False,Split Family Fortune,M,2023-04-04 05:01:00,1392680589329,100.3,82.7,23.0,47.4,25766605.0
1804,1600,fashion & retail,john wilson,85.0,australia,retailing,fashion & retail,False,Split Family Fortune,M,2023-04-04 05:01:00,1392680589329,100.3,82.7,23.0,47.4,25766605.0
1804,1600,technology,anthony wood,57.0,united states,roku,technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1804,1600,manufacturing,wu ying,58.0,china,materials,manufacturing,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1804,1600,healthcare,wu yulan,53.0,china,pharmaceuticals,healthcare,True,D,F,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1804,1600,technology,zhongyi wu,49.0,china,electronics,technology,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1804,1600,manufacturing,xiang guangming & family,59.0,china,waste disposal,manufacturing,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1804,1600,technology,xue xiangdong & family,64.0,china,software,technology,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1804,1600,healthcare,george yancopoulos,63.0,united states,pharmaceuticals,healthcare,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1804,1600,technology,steven meng yang & family,40.0,china,electronics,technology,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1804,1600,automotive,ye fan & family,52.0,china,auto dealerships,automotive,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1804,1600,diversified,yi dasheng,62.0,china,conglomerate,diversified,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1804,1600,manufacturing,yu lili,55.0,china,electronic components,manufacturing,True,D,F,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1804,1600,technology,zeng kaitian,48.0,china,online games,technology,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1804,1600,metals & mining,zhang xuexin & family,75.0,china,aluminum,metals & mining,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1804,1600,food & beverage,yubai zhang,58.0,china,wine,food & beverage,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1804,1600,gambling & casinos,fredrik österberg,52.0,sweden,gambling products,gambling & casinos,True,U,M,2023-04-04 05:01:00,530832908738,126.6,82.5,27.9,49.1,10285453.0
1905,1500,food & beverage,shiv kishan agrawal,82.0,india,snacks,food & beverage,False,N,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
1905,1500,diversified,aziz akhannouch & family,62.0,morocco,"petroleum, diversified",diversified,False,D,M,2023-04-04 05:01:00,118725279596,113.9,76.5,21.9,45.8,36910560.0
1905,1500,diversified,hamdi akin & family,68.0,turkey,diversified,diversified,True,E,M,2023-04-04 05:01:00,754411708203,93.2,77.4,17.9,42.3,83429615.0
1905,1500,manufacturing,nerio alessandri,61.0,italy,gym equipment,manufacturing,True,U,M,2023-04-04 05:01:00,2001244392042,101.9,82.9,24.3,59.1,60297396.0
1905,1500,diversified,alexandra andresen,26.0,norway,investments,diversified,False,U,F,2023-04-04 05:01:00,403336363636,100.3,82.8,23.9,36.2,5347896.0
1905,1500,diversified,katharina andresen,27.0,norway,investments,diversified,False,U,F,2023-04-04 05:01:00,403336363636,100.3,82.8,23.9,36.2,5347896.0
1905,1500,diversified,patricia angelini rossi,68.0,chile,"forestry, mining",diversified,False,U,F,2023-04-04 05:01:00,282318159745,101.4,80.0,18.2,34.0,18952038.0
1905,1500,healthcare,mori arkin,70.0,israel,pharmaceuticals,healthcare,True,D,M,2023-04-04 05:01:00,395098666122,104.9,82.8,23.1,25.3,9053300.0
1905,1500,fashion & retail,barbara benetton,53.0,italy,"fashion retail, investments",fashion & retail,False,U,F,2023-04-04 05:01:00,2001244392042,101.9,82.9,24.3,59.1,60297396.0
1905,1500,metals & mining,angela bennett,79.0,australia,mining,metals & mining,False,U,F,2023-04-04 05:01:00,1392680589329,100.3,82.7,23.0,47.4,25766605.0
1905,1500,diversified,zadik bino & family,79.0,israel,"banking, oil",diversified,True,D,M,2023-04-04 05:01:00,395098666122,104.9,82.8,23.1,25.3,9053300.0
1905,1500,fashion & retail,paolo bulgari,85.0,italy,luxury goods,fashion & retail,False,E,M,2023-04-04 05:01:00,2001244392042,101.9,82.9,24.3,59.1,60297396.0
1905,1500,food & beverage,saket burman,46.0,united arab emirates,consumer goods,food & beverage,False,D,M,2023-04-04 05:01:00,421142267938,108.4,77.8,0.1,15.9,9770529.0
1905,1500,diversified,ahmet calik,65.0,turkey,"energy, banking, construction",diversified,True,E,M,2023-04-04 05:01:00,754411708203,93.2,77.4,17.9,42.3,83429615.0
1905,1500,technology,safra catz,61.0,united states,software,technology,True,E,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1905,1500,manufacturing,chu jian,60.0,china,manufacturing,manufacturing,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1905,1500,diversified,sandor csanyi,70.0,hungary,"finance, real estate",diversified,True,U,M,2023-04-04 05:01:00,160967157504,100.8,75.8,23.0,37.9,9769949.0
1905,1500,finance & investments,ana lucia de mattos barretto villela,49.0,brazil,banking,finance & investments,False,D,F,2023-04-04 05:01:00,1839758040766,115.4,75.7,14.2,65.1,212559417.0
1905,1500,manufacturing,federico de nora,55.0,italy,electrodes,manufacturing,False,D,M,2023-04-04 05:01:00,2001244392042,101.9,82.9,24.3,59.1,60297396.0
1905,1500,technology,bharat desai,70.0,united states,it consulting,technology,True,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1905,1500,diversified,mohammed dewji,47.0,tanzania,diversified,diversified,False,E,M,2023-04-04 05:01:00,63177068175,94.2,65.0,11.5,43.8,58005463.0
1905,1500,finance & investments,egon durban,49.0,united states,private equity,finance & investments,True,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1905,1500,manufacturing,fu mingkang & family,60.0,china,manufacturing,manufacturing,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1905,1500,media & entertainment,alan gerry,94.0,united states,cable television,media & entertainment,True,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1905,1500,fashion & retail,philippe ginestet & family,69.0,france,retail stores,fashion & retail,True,D,M,2023-04-04 05:01:00,2715518274227,102.5,82.5,24.2,60.7,67059887.0
1905,1500,logistics,g. gnanalingam,78.0,malaysia,ports,logistics,True,D,M,2023-04-04 05:01:00,364701517788,105.3,76.0,12.0,38.7,32447385.0
1905,1500,fashion & retail,esther grether,87.0,switzerland,art collection,fashion & retail,False,E,F,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
1905,1500,manufacturing,wei gu,58.0,china,consumer electronics,manufacturing,True,E,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1905,1500,technology,patrick hanrahan,67.0,united states,software,technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1905,1500,finance & investments,kenneth hao,54.0,united states,private equity,finance & investments,True,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1905,1500,finance & investments,jaroslav hascak & family,53.0,slovakia,investments,finance & investments,True,U,M,2023-04-04 05:01:00,105422304976,98.7,77.2,18.7,49.7,5454073.0
1905,1500,manufacturing,he zhenggang,69.0,china,chemicals,manufacturing,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1905,1500,real estate,niranjan hiranandani,73.0,india,real estate,real estate,True,E,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
1905,1500,finance & investments,ho hung anh,52.0,vietnam,"consumer products, banking",finance & investments,True,D,M,2023-04-04 05:01:00,261921244843,110.6,75.3,19.1,37.6,96462106.0
1905,1500,media & entertainment,peter jackson,61.0,new zealand,"movies, digital effects",media & entertainment,True,E,M,2023-04-04 05:01:00,206928765544,100.0,81.9,29.0,34.6,4841000.0
1905,1500,finance & investments,stephen jarislowsky,97.0,canada,money management,finance & investments,True,D,M,2023-04-04 05:01:00,1736425629520,100.9,81.9,12.8,24.5,36991981.0
1905,1500,healthcare,rajeev juneja,57.0,india,phamaceuticals,healthcare,True,U,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
1905,1500,healthcare,ramesh juneja,67.0,india,pharmaceuticals,healthcare,True,U,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
1905,1500,diversified,ke xiping & family,62.0,china,investments,diversified,True,E,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1905,1500,diversified,kim jun-ki,78.0,south korea,diversified,diversified,True,U,M,2023-04-04 05:01:00,2029000000000,98.1,82.6,15.6,33.2,51709098.0
1905,1500,fashion & retail,sidney kimmel,95.0,united states,retail,fashion & retail,True,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1905,1500,food & beverage,jim koch,73.0,united states,beer,food & beverage,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1905,1500,real estate,raj kumar,68.0,singapore,"real estate, hotels",real estate,True,Split Family Fortune,M,2023-04-04 05:01:00,372062527489,100.6,83.1,13.1,21.0,5703569.0
1905,1500,diversified,spiro latsis & family,76.0,switzerland,"banking, shipping",diversified,False,R,M,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
1905,1500,manufacturing,peter leibinger,56.0,germany,machine tools,manufacturing,False,D,M,2023-04-04 05:01:00,3845630030824,104.0,80.9,11.5,48.8,83132799.0
1905,1500,manufacturing,regine leibinger,60.0,germany,machine tools,manufacturing,False,D,F,2023-04-04 05:01:00,3845630030824,104.0,80.9,11.5,48.8,83132799.0
1905,1500,manufacturing,nicola leibinger-kammueller,63.0,germany,manufacturing,manufacturing,False,D,F,2023-04-04 05:01:00,3845630030824,104.0,80.9,11.5,48.8,83132799.0
1905,1500,manufacturing,li jianli,50.0,china,lithium-ion battery cap,manufacturing,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1905,1500,manufacturing,li jiaquan,59.0,china,chemicals,manufacturing,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1905,1500,fashion & retail,li rucheng,71.0,china,apparel,fashion & retail,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1905,1500,manufacturing,li shui-po,66.0,china,stainless steel products,manufacturing,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1905,1500,manufacturing,liu xiucai & family,66.0,china,chemicals,manufacturing,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1905,1500,automotive,lu zhongfang,80.0,china,education,automotive,True,D,F,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1905,1500,logistics,lu zongjun,59.0,china,logistics,logistics,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1905,1500,diversified,youssef mansour,77.0,egypt,diversified,diversified,True,E,M,2023-04-04 05:01:00,303175127598,106.3,71.8,12.5,44.4,100388073.0
1905,1500,real estate,bruce mathieson,79.0,australia,hotels,real estate,True,D,M,2023-04-04 05:01:00,1392680589329,100.3,82.7,23.0,47.4,25766605.0
1905,1500,diversified,romano minozzi,88.0,italy,"utilities, diversified",diversified,True,D,M,2023-04-04 05:01:00,2001244392042,101.9,82.9,24.3,59.1,60297396.0
1905,1500,finance & investments,greg mondre,48.0,united states,private equity,finance & investments,True,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1905,1500,fashion & retail,mario moretti polegato & family,70.0,italy,shoes,fashion & retail,True,D,M,2023-04-04 05:01:00,2001244392042,101.9,82.9,24.3,59.1,60297396.0
1905,1500,service,robert mouawad,78.0,bahrain,fine jewelry,service,False,E,M,2023-04-04 05:01:00,38574069149,99.4,77.2,4.2,13.8,1501635.0
1905,1500,logistics,jerry moyes & family,79.0,united states,transportation,logistics,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1905,1500,technology,john ocampo,63.0,united states,semiconductors,technology,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1905,1500,diversified,stefan olsson,74.0,united kingdom,diversified,diversified,False,U,M,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
1905,1500,energy,rubens ometto silveira mello,73.0,brazil,"sugar, ethanol",energy,False,D,M,2023-04-04 05:01:00,1839758040766,115.4,75.7,14.2,65.1,212559417.0
1905,1500,finance & investments,nelson peltz,80.0,united states,investments,finance & investments,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1905,1500,construction & engineering,david penaloza alanis,49.0,mexico,toll roads,construction & engineering,False,U,M,2023-04-04 05:01:00,1258286717125,105.8,75.0,13.1,55.1,126014024.0
1905,1500,fashion & retail,karl-johan persson,48.0,sweden,h&m,fashion & retail,False,E,M,2023-04-04 05:01:00,530832908738,126.6,82.5,27.9,49.1,10285453.0
1905,1500,food & beverage,mike repole,55.0,united states,sports drink,food & beverage,True,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1905,1500,food & beverage,duke reyes,66.0,united states,beer distribution,food & beverage,False,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1905,1500,real estate,kishin rk,39.0,singapore,"real estate, hotels",real estate,False,Split Family Fortune,M,2023-04-04 05:01:00,372062527489,100.6,83.1,13.1,21.0,5703569.0
1905,1500,finance & investments,carlos rodriguez-pastor,63.0,peru,finance,finance & investments,False,Split Family Fortune,M,2023-04-04 05:01:00,226848050820,106.9,76.5,14.3,36.8,32510453.0
1905,1500,finance & investments,christopher rokos,52.0,united kingdom,hedge fund,finance & investments,True,E,M,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
1905,1500,service,john ruiz,56.0,united states,healthcare services,service,True,N,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1905,1500,technology,sheryl sandberg,53.0,united states,facebook,technology,True,D,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1905,1500,automotive,amnon shashua,62.0,israel,automotive technology,automotive,True,E,M,2023-04-04 05:01:00,395098666122,104.9,82.8,23.1,25.3,9053300.0
1905,1500,media & entertainment,ben silbermann,40.0,united states,social media,media & entertainment,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1905,1500,fashion & retail,ron sim,64.0,singapore,retail,fashion & retail,True,U,M,2023-04-04 05:01:00,372062527489,100.6,83.1,13.1,21.0,5703569.0
1905,1500,finance & investments,leonid simanovsky,73.0,russia,investments,finance & investments,True,R,M,2023-04-04 05:01:00,1699876578871,102.6,72.7,11.4,46.2,144373535.0
1905,1500,healthcare,basudeo singh,82.0,india,pharmaceuticals,healthcare,True,D,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
1905,1500,technology,frank slootman,64.0,united states,software,technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1905,1500,real estate,terry snow,79.0,australia,"airports, real estate",real estate,True,U,M,2023-04-04 05:01:00,1392680589329,100.3,82.7,23.0,47.4,25766605.0
1905,1500,real estate,axel stawski,72.0,united states,real estate,real estate,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1905,1500,finance & investments,thomas steyer,65.0,united states,hedge funds,finance & investments,True,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1905,1500,fashion & retail,sergei studennikov & family,56.0,russia,"liquor stores, supermarkets",fashion & retail,True,R,M,2023-04-04 05:01:00,1699876578871,102.6,72.7,11.4,46.2,144373535.0
1905,1500,real estate,su suyu & family,74.0,china,"utilities, real estate",real estate,True,D,F,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1905,1500,technology,kevin systrom,39.0,united states,instagram,technology,True,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1905,1500,food & beverage,tang binsen,40.0,china,beverages,food & beverage,True,E,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1905,1500,manufacturing,prachak tangkaravakoon,79.0,thailand,paints,manufacturing,True,U,M,2023-04-04 05:01:00,543649976166,99.8,76.9,14.9,29.5,69625582.0
1905,1500,healthcare,jeff tangney,50.0,united states,healthcare it,healthcare,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1905,1500,fashion & retail,yuequn tao,63.0,china,contact lens,fashion & retail,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1905,1500,telecom,david teoh,67.0,australia,telecom,telecom,True,D,M,2023-04-04 05:01:00,1392680589329,100.3,82.7,23.0,47.4,25766605.0
1905,1500,manufacturing,carmen thyssen,79.0,andorra,"investments, art",manufacturing,False,U,F,2023-04-04 05:01:00,3154057987,106.4,78.5,9.6,43.84686591946866,77142.0
1905,1500,automotive,tran ba duong & family,63.0,vietnam,automotive,automotive,True,D,M,2023-04-04 05:01:00,261921244843,110.6,75.3,19.1,37.6,96462106.0
1905,1500,telecom,kenny troutt,75.0,united states,telecom,telecom,True,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1905,1500,gambling & casinos,jens von bahr,52.0,sweden,gambling products,gambling & casinos,True,U,M,2023-04-04 05:01:00,530832908738,126.6,82.5,27.9,49.1,10285453.0
1905,1500,healthcare,wang junmin,54.0,china,pharmaceuticals,healthcare,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1905,1500,healthcare,weng xianding,61.0,china,medical devices,healthcare,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1905,1500,energy,farris wilks,71.0,united states,natural gas,energy,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
1905,1500,technology,xiong wu,47.0,china,software,technology,True,E,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1905,1500,technology,xu zhihan,50.0,china,electronics,technology,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1905,1500,food & beverage,tingdong yang,62.0,china,brewery,food & beverage,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1905,1500,service,michael minhong yu,61.0,china,education,service,True,R,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1905,1500,service,zhang bangxin,43.0,china,education,service,True,R,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
1905,1500,fashion & retail,zhou zongwen & family,66.0,china,jewelry,fashion & retail,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
2020,1400,diversified,antti aarnio-wihuri,83.0,finland,diversified,diversified,False,D,M,2023-04-04 05:01:00,268761201365,100.2,81.7,20.8,36.6,5520314.0
2020,1400,finance & investments,alberto alcocer,80.0,spain,investments,finance & investments,True,U,M,2023-04-04 05:01:00,1394116310769,102.7,83.3,14.2,47.0,47076781.0
2020,1400,fashion & retail,nigel austin,52.0,australia,retail,fashion & retail,True,D,M,2023-04-04 05:01:00,1392680589329,100.3,82.7,23.0,47.4,25766605.0
2020,1400,technology,binny bansal,40.0,singapore,flipkart,technology,True,U,M,2023-04-04 05:01:00,372062527489,100.6,83.1,13.1,21.0,5703569.0
2020,1400,healthcare,girdhari lal bawri,75.0,india,pharmaceuticals,healthcare,True,D,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
2020,1400,diversified,john bloor,79.0,united kingdom,"real estate, manufacturing",diversified,True,D,M,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
2020,1400,energy,vladimir bogdanov,71.0,russia,oil,energy,True,R,M,2023-04-04 05:01:00,1699876578871,102.6,72.7,11.4,46.2,144373535.0
2020,1400,food & beverage,amit burman,53.0,india,consumer goods,food & beverage,False,D,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
2020,1400,metals & mining,cai jianyong,52.0,china,nickel,metals & mining,True,N,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
2020,1400,technology,steve case,64.0,united states,aol,technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
2020,1400,technology,chen wenyuan & family,55.0,china,testing equipment,technology,True,E,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
2020,1400,real estate,chua thian poh,74.0,singapore,real estate,real estate,True,U,M,2023-04-04 05:01:00,372062527489,100.6,83.1,13.1,21.0,5703569.0
2020,1400,finance & investments,sasson dayan & family,83.0,brazil,banking,finance & investments,True,U,M,2023-04-04 05:01:00,1839758040766,115.4,75.7,14.2,65.1,212559417.0
2020,1400,metals & mining,chris ellison,65.0,australia,mining,metals & mining,True,N,M,2023-04-04 05:01:00,1392680589329,100.3,82.7,23.0,47.4,25766605.0
2020,1400,manufacturing,john farber,97.0,united states,chemicals,manufacturing,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
2020,1400,finance & investments,j. christopher flowers,65.0,united states,investments,finance & investments,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
2020,1400,fashion & retail,reinold geiger,75.0,switzerland,beauty products,fashion & retail,True,D,M,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
2020,1400,technology,ali ghodsi,44.0,united states,data analytics,technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
2020,1400,diversified,lance gokongwei,55.0,philippines,diversified,diversified,False,D,M,2023-04-04 05:01:00,376795508680,107.5,71.1,14.0,43.1,108116615.0
2020,1400,food & beverage,guan yihong,53.0,china,restaurant,food & beverage,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
2020,1400,manufacturing,rajinder gupta,64.0,india,"textiles, paper",manufacturing,True,D,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
2020,1400,service,torstein hagen,80.0,switzerland,cruises,service,True,D,M,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
2020,1400,construction & engineering,ayman hariri,44.0,france,"construction, investments",construction & engineering,False,E,M,2023-04-04 05:01:00,2715518274227,102.5,82.5,24.2,60.7,67059887.0
2020,1400,finance & investments,alfredo harp helu & family,79.0,mexico,"banking, investments",finance & investments,True,U,M,2023-04-04 05:01:00,1258286717125,105.8,75.0,13.1,55.1,126014024.0
2020,1400,automotive,he xiaopeng,45.0,china,electric vehicles,automotive,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
2020,1400,fashion & retail,christoph henkel,65.0,united kingdom,consumer goods,fashion & retail,False,E,M,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
2020,1400,fashion & retail,daniel hirschfeld,81.0,united states,fashion retail,fashion & retail,False,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
2020,1400,technology,drew houston,40.0,united states,cloud storage service,technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
2020,1400,manufacturing,huang jinxiang & family,58.0,china,chemicals,manufacturing,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
2020,1400,manufacturing,rameshchandra jain,74.0,india,textiles,manufacturing,True,U,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
2020,1400,healthcare,ke zunhong & family,68.0,china,pharmaceuticals,healthcare,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
2020,1400,media & entertainment,kim taek-jin,56.0,south korea,online games,media & entertainment,True,D,M,2023-04-04 05:01:00,2029000000000,98.1,82.6,15.6,33.2,51709098.0
2020,1400,real estate,koh wee meng,59.0,singapore,"real estate, hotels",real estate,True,U,M,2023-04-04 05:01:00,372062527489,100.6,83.1,13.1,21.0,5703569.0
2020,1400,manufacturing,sergei kolesnikov,51.0,russia,building materials,manufacturing,True,U,M,2023-04-04 05:01:00,1699876578871,102.6,72.7,11.4,46.2,144373535.0
2020,1400,finance & investments,hemendra kothari,76.0,india,financial services,finance & investments,False,D,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
2020,1400,finance & investments,sebastian kulczyk,42.0,switzerland,diversified,finance & investments,False,E,M,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
