rank,finalWorth,category,personName,age,country,source,industries,selfMade,status,gender,date,gdp_country,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country
1,211000,fashion & retail,bernard arnault & family,74.0,france,lvmh,fashion & retail,False,U,M,2023-04-04 05:01:00,2715518274227,102.5,82.5,24.2,60.7,67059887.0
2,180000,automotive,elon musk,51.0,united states,"tesla, spacex",automotive,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
3,114000,technology,jeff bezos,59.0,united states,amazon,technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
4,107000,technology,larry ellison,78.0,united states,oracle,technology,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
5,106000,finance & investments,warren buffett,92.0,united states,berkshire hathaway,finance & investments,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
6,104000,technology,bill gates,67.0,united states,microsoft,technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
7,94500,media & entertainment,michael bloomberg,81.0,united states,bloomberg lp,media & entertainment,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
8,93000,telecom,carlos slim helu & family,83.0,mexico,telecom,telecom,True,U,M,2023-04-04 05:01:00,1258286717125,105.8,75.0,13.1,55.1,126014024.0
9,83400,diversified,mukesh ambani,65.0,india,diversified,diversified,False,D,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
10,80700,technology,steve ballmer,67.0,united states,microsoft,technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
11,80500,fashion & retail,francoise bettencourt meyers & family,69.0,france,l'oréal,fashion & retail,False,U,F,2023-04-04 05:01:00,2715518274227,102.5,82.5,24.2,60.7,67059887.0
12,79200,technology,larry page,50.0,united states,google,technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
13,77300,fashion & retail,amancio ortega,87.0,spain,zara,fashion & retail,True,U,M,2023-04-04 05:01:00,1394116310769,102.7,83.3,14.2,47.0,47076781.0
14,76000,technology,sergey brin,49.0,united states,google,technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
15,68000,food & beverage,zhong shanshan,68.0,china,"beverages, pharmaceuticals",food & beverage,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
16,64400,technology,mark zuckerberg,38.0,united states,facebook,technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
17,59000,diversified,charles koch & family,87.0,united states,koch industries,diversified,False,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
17,59000,diversified,julia koch & family,60.0,united states,koch industries,diversified,False,D,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
19,58800,fashion & retail,jim walton,74.0,united states,walmart,fashion & retail,False,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
20,57600,fashion & retail,rob walton & family,78.0,united states,walmart,fashion & retail,False,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
21,56700,fashion & retail,alice walton,73.0,united states,walmart,fashion & retail,False,D,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
22,54400,media & entertainment,david thomson & family,65.0,canada,media,media & entertainment,False,U,M,2023-04-04 05:01:00,1736425629520,100.9,81.9,12.8,24.5,36991981.0
23,50100,technology,michael dell,58.0,united states,dell technologies,technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
24,47200,diversified,gautam adani,60.0,india,"infrastructure, commodities",diversified,True,D,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
25,45100,fashion & retail,phil knight & family,85.0,united states,nike,fashion & retail,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
26,45000,technology,zhang yiming,39.0,china,tiktok,technology,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
27,42900,fashion & retail,dieter schwarz,83.0,germany,retail,fashion & retail,False,D,M,2023-04-04 05:01:00,3845630030824,104.0,80.9,11.5,48.8,83132799.0
28,40100,fashion & retail,françois pinault & family,86.0,france,luxury goods,fashion & retail,True,D,M,2023-04-04 05:01:00,2715518274227,102.5,82.5,24.2,60.7,67059887.0
29,39100,logistics,klaus-michael kuehne,85.0,switzerland,shipping,logistics,False,U,M,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
30,38900,food & beverage,giovanni ferrero,58.0,belgium,"nutella, chocolates",food & beverage,False,U,M,2023-04-04 05:01:00,529606710418,103.9,81.6,24.0,55.4,11484055.0
31,38300,food & beverage,jacqueline mars,83.0,united states,"candy, pet food",food & beverage,False,U,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
31,38300,food & beverage,john mars,87.0,united states,"candy, pet food",food & beverage,False,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
34,35300,technology,ma huateng,51.0,china,internet media,technology,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
35,35000,gambling & casinos,miriam adelson & family,77.0,united states,casinos,gambling & casinos,False,U,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
35,35000,finance & investments,ken griffin,54.0,united states,hedge funds,finance & investments,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
37,34700,food & beverage,mark mateschitz,30.0,austria,red bull,food & beverage,False,N,M,2023-04-04 05:01:00,446314739528,103.1,81.6,25.4,51.4,8877067.0
38,33400,automotive,robin zeng,54.0,china,batteries,automotive,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
39,32600,fashion & retail,tadashi yanai & family,74.0,japan,fashion retail,fashion & retail,True,U,M,2023-04-04 05:01:00,5081769542380,98.8,84.2,11.9,46.7,126226568.0
40,32100,diversified,len blavatnik,65.0,united kingdom,"music, chemicals",diversified,True,D,M,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
41,31600,fashion & retail,alain wertheimer,74.0,united states,chanel,fashion & retail,False,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
41,31600,fashion & retail,gerard wertheimer,72.0,united states,chanel,fashion & retail,False,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
43,31200,logistics,gianluigi aponte,82.0,switzerland,shipping,logistics,True,Split Family Fortune,M,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
43,31200,logistics,rafaela aponte-diamant,78.0,switzerland,shipping,logistics,True,Split Family Fortune,F,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
45,30200,technology,colin zheng huang,43.0,china,e-commerce,technology,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
46,29700,manufacturing,reinhold wuerth & family,87.0,germany,fasteners,manufacturing,True,U,M,2023-04-04 05:01:00,3845630030824,104.0,80.9,11.5,48.8,83132799.0
48,28500,finance & investments,jeff yass,64.0,united states,"trading, investments",finance & investments,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
49,28100,finance & investments,jim simons,84.0,united states,hedge funds,finance & investments,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
50,27800,finance & investments,stephen schwarzman,76.0,united states,investments,finance & investments,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
51,27400,automotive,susanne klatten,60.0,germany,"bmw, pharmaceuticals",automotive,False,U,F,2023-04-04 05:01:00,3845630030824,104.0,80.9,11.5,48.8,83132799.0
52,27000,metals & mining,gina rinehart,69.0,australia,mining,metals & mining,False,D,F,2023-04-04 05:01:00,1392680589329,100.3,82.7,23.0,47.4,25766605.0
53,26700,technology,william ding,51.0,china,online games,technology,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
54,26600,metals & mining,germán larrea mota velasco & family,69.0,mexico,mining,metals & mining,False,D,M,2023-04-04 05:01:00,1258286717125,105.8,75.0,13.1,55.1,126014024.0
55,25600,technology,shiv nadar,77.0,india,software services,technology,True,D,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
56,25500,energy,low tuck kwong,74.0,indonesia,coal,energy,True,U,M,2023-04-04 05:01:00,1119190780753,106.4,71.5,10.2,30.1,270203917.0
57,25300,finance & investments,thomas peterffy,78.0,united states,discount brokerage,finance & investments,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
58,25200,metals & mining,andrey melnichenko & family,51.0,united arab emirates,"fertilizers, coal",metals & mining,True,U,M,2023-04-04 05:01:00,421142267938,108.4,77.8,0.1,15.9,9770529.0
59,24600,automotive,stefan quandt,56.0,germany,bmw,automotive,False,U,M,2023-04-04 05:01:00,3845630030824,104.0,80.9,11.5,48.8,83132799.0
60,24400,technology,mackenzie scott,52.0,united states,amazon,technology,False,D,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
61,24200,finance & investments,r. budi hartono,82.0,indonesia,"banking, tobacco",finance & investments,False,U,M,2023-04-04 05:01:00,1119190780753,106.4,71.5,10.2,30.1,270203917.0
62,23700,metals & mining,vladimir potanin,62.0,russia,metals,metals & mining,True,U,M,2023-04-04 05:01:00,1699876578871,102.6,72.7,11.4,46.2,144373535.0
63,23500,technology,jack ma,58.0,china,e-commerce,technology,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
64,23400,manufacturing,he xiangjian & family,80.0,china,home appliances,manufacturing,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
65,23100,metals & mining,iris fontbona & family,80.0,chile,mining,metals & mining,False,U,F,2023-04-04 05:01:00,282318159745,101.4,80.0,18.2,34.0,18952038.0
65,23100,manufacturing,michael hartono,83.0,indonesia,"banking, tobacco",manufacturing,False,U,M,2023-04-04 05:01:00,1119190780753,106.4,71.5,10.2,30.1,270203917.0
67,22900,manufacturing,james ratcliffe,70.0,united kingdom,chemicals,manufacturing,True,U,M,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
68,22600,healthcare,cyrus poonawalla,81.0,india,vaccines,healthcare,False,D,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
69,22400,telecom,masayoshi son,65.0,japan,"internet, telecom",telecom,True,U,M,2023-04-04 05:01:00,5081769542380,98.8,84.2,11.9,46.7,126226568.0
70,22100,metals & mining,vladimir lisin,66.0,russia,"steel, transport",metals & mining,True,U,M,2023-04-04 05:01:00,1699876578871,102.6,72.7,11.4,46.2,144373535.0
71,22000,food & beverage,emmanuel besnier,52.0,france,cheese,food & beverage,False,D,M,2023-04-04 05:01:00,2715518274227,102.5,82.5,24.2,60.7,67059887.0
72,21600,finance & investments,abigail johnson,61.0,united states,fidelity,finance & investments,False,U,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
72,21600,energy,leonid mikhelson & family,67.0,russia,"gas, chemicals",energy,True,U,M,2023-04-04 05:01:00,1699876578871,102.6,72.7,11.4,46.2,144373535.0
74,21200,fashion & retail,lukas walton,36.0,united states,walmart,fashion & retail,False,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
74,21200,service,wang wei,52.0,china,package delivery,service,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
76,21100,technology,jensen huang,60.0,united states,semiconductors,technology,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
77,21000,fashion & retail,leonard lauder,90.0,united states,estee lauder,fashion & retail,False,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
77,21000,manufacturing,takemitsu takizaki,77.0,japan,sensors,manufacturing,True,D,M,2023-04-04 05:01:00,5081769542380,98.8,84.2,11.9,46.7,126226568.0
79,20900,metals & mining,alexey mordashov & family,57.0,russia,"steel, investments",metals & mining,True,U,M,2023-04-04 05:01:00,1699876578871,102.6,72.7,11.4,46.2,144373535.0
80,20500,energy,vagit alekperov,72.0,russia,oil,energy,True,U,M,2023-04-04 05:01:00,1699876578871,102.6,72.7,11.4,46.2,144373535.0
81,20200,healthcare,"thomas frist, jr. & family",84.0,united states,hospitals,healthcare,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
82,19600,metals & mining,andrew forrest,61.0,australia,mining,metals & mining,True,U,M,2023-04-04 05:01:00,1392680589329,100.3,82.7,23.0,47.4,25766605.0
83,19100,finance & investments,ray dalio,73.0,united states,hedge funds,finance & investments,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
84,19000,automotive,eric li,59.0,china,automobiles,automotive,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
84,19000,metals & mining,wang wenyin,55.0,china,"mining, copper products",metals & mining,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
86,18900,diversified,eyal ofer,72.0,monaco,"real estate, shipping",diversified,False,U,M,2023-04-04 05:01:00,7184844193,101.8,78.5,9.6,43.84686591946866,38964.0
86,18900,food & beverage,qin yinglin,57.0,china,pig breeding,food & beverage,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
88,18700,automotive,wang chuanfu,57.0,china,"batteries, automobiles",automotive,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
89,18500,energy,harold hamm & family,77.0,united states,oil & gas,energy,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
89,18500,finance & investments,david tepper,65.0,united states,hedge funds,finance & investments,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
89,18500,energy,gennady timchenko,70.0,russia,"oil, gas",energy,True,U,M,2023-04-04 05:01:00,1699876578871,102.6,72.7,11.4,46.2,144373535.0
92,18000,finance & investments,daniel gilbert,61.0,united states,quicken loans,finance & investments,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
93,17700,metals & mining,lakshmi mittal,72.0,united kingdom,steel,metals & mining,False,D,M,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
94,17500,finance & investments,steve cohen,66.0,united states,hedge funds,finance & investments,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
94,17500,finance & investments,carl icahn,87.0,united states,investments,finance & investments,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
94,17500,metals & mining,savitri jindal & family,73.0,india,steel,metals & mining,False,D,F,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
97,17400,real estate,donald bren,90.0,united states,real estate,real estate,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
97,17400,fashion & retail,"john menard, jr.",83.0,united states,home improvement stores,fashion & retail,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
99,17100,media & entertainment,rupert murdoch & family,92.0,united states,"newspapers, tv network",media & entertainment,False,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
100,16700,finance & investments,vicky safra & family,70.0,switzerland,banking,finance & investments,False,U,F,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
101,16500,fashion & retail,"theo albrecht, jr. & family",72.0,germany,"aldi, trader joe's",fashion & retail,False,D,M,2023-04-04 05:01:00,3845630030824,104.0,80.9,11.5,48.8,83132799.0
101,16500,finance & investments,renata kellnerova & family,55.0,czech republic,"finance, telecommunications",finance & investments,False,D,F,2023-04-04 05:01:00,246489245495,100.7,79.0,14.9,46.1,10669709.0
103,16300,healthcare,li xiting,72.0,china,medical devices,healthcare,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
104,16200,fashion & retail,stefan persson,75.0,sweden,h&m,fashion & retail,False,D,M,2023-04-04 05:01:00,530832908738,126.6,82.5,27.9,49.1,10285453.0
104,16200,technology,eric schmidt,67.0,united states,google,technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
106,16000,finance & investments,michael platt,55.0,switzerland,hedge funds,finance & investments,True,U,M,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
107,15900,food & beverage,pang kang,67.0,china,soy sauce,food & beverage,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
108,15800,food & beverage,jorge paulo lemann & family,83.0,switzerland,beer,food & beverage,True,U,M,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
112,15600,healthcare,dilip shanghvi,67.0,india,pharmaceuticals,healthcare,True,E,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
113,15500,technology,robert pera,45.0,united states,wireless networking,technology,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
114,15300,fashion & retail,radhakishan damani,68.0,india,"retail, investments",fashion & retail,True,D,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
115,15200,automotive,huang shilin,56.0,china,batteries,automotive,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
116,14900,diversified,dhanin chearavanont,83.0,thailand,diversified,diversified,False,U,M,2023-04-04 05:01:00,543649976166,99.8,76.9,14.9,29.5,69625582.0
116,14900,fashion & retail,david green & family,81.0,united states,retail,fashion & retail,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
118,14800,food & beverage,charoen sirivadhanabhakdi,78.0,thailand,"alcohol, real estate",food & beverage,True,U,M,2023-04-04 05:01:00,543649976166,99.8,76.9,14.9,29.5,69625582.0
119,14700,food & beverage,charlene de carvalho-heineken & family,68.0,united kingdom,heineken,food & beverage,False,D,F,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
120,14600,healthcare,xu hang,60.0,china,medical devices,healthcare,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
121,14500,automotive,wei jianjun & family,59.0,china,automobiles,automotive,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
122,14400,metals & mining,alisher usmanov,69.0,uzbekistan,"steel, telecom, investments",metals & mining,True,U,M,2023-04-04 05:01:00,57921286440,104.2,71.6,14.8,31.6,33580650.0
123,14300,manufacturing,goh cheng liang,95.0,singapore,paints,manufacturing,True,U,M,2023-04-04 05:01:00,372062527489,100.6,83.1,13.1,21.0,5703569.0
124,14200,diversified,kumar birla,55.0,india,commodities,diversified,False,D,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
124,14200,manufacturing,aliko dangote,65.0,nigeria,"cement, sugar",manufacturing,True,U,M,2023-04-04 05:01:00,448120428859,84.7,54.3,1.5,34.8,200963599.0
127,14000,diversified,idan ofer,67.0,united kingdom,shipping,diversified,False,U,M,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
128,13900,healthcare,chen bang,57.0,china,hospitals,healthcare,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
130,13700,logistics,john fredriksen,78.0,united kingdom,shipping,logistics,True,U,M,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
130,13700,construction & engineering,diane hendricks,76.0,united states,building supplies,construction & engineering,True,U,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
130,13700,technology,jan koum,47.0,united states,whatsapp,technology,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
133,13300,sports,jerry jones,80.0,united states,dallas cowboys,sports,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
133,13300,energy,george kaiser,80.0,united states,"oil & gas, banking",energy,False,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
136,13200,automotive,lu xiangyang,60.0,china,"automobiles, batteries",automotive,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
137,13100,real estate,harry triguboff,90.0,australia,real estate,real estate,True,U,M,2023-04-04 05:01:00,1392680589329,100.3,82.7,23.0,47.4,25766605.0
138,12900,finance & investments,uday kotak,64.0,india,banking,finance & investments,True,D,M,2023-04-04 05:01:00,2611000000000,113.0,69.4,11.2,49.7,1366417754.0
138,12900,sports,stanley kroenke,75.0,united states,"sports, real estate",sports,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
140,12600,energy,mikhail fridman,58.0,united kingdom,"oil, banking, telecom",energy,True,U,M,2023-04-04 05:01:00,2827113184696,101.2,81.3,25.5,30.6,66834405.0
141,12300,energy,sarath ratanavadi,57.0,thailand,energy,energy,True,U,M,2023-04-04 05:01:00,543649976166,99.8,76.9,14.9,29.5,69625582.0
142,12200,metals & mining,dang yanbao,50.0,china,coal,metals & mining,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
142,12200,healthcare,jiang rensheng & family,69.0,china,vaccines,healthcare,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
144,12100,automotive,shahid khan,72.0,united states,auto parts,automotive,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
145,12000,technology,laurene powell jobs & family,59.0,united states,"apple, disney",technology,False,D,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
147,11600,real estate,stephen ross,82.0,united states,real estate,real estate,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
148,11500,technology,pavel durov,38.0,united arab emirates,messaging app,technology,True,D,M,2023-04-04 05:01:00,421142267938,108.4,77.8,0.1,15.9,9770529.0
148,11500,healthcare,andreas struengmann & family,73.0,germany,pharmaceuticals,healthcare,True,D,M,2023-04-04 05:01:00,3845630030824,104.0,80.9,11.5,48.8,83132799.0
148,11500,healthcare,thomas struengmann & family,73.0,germany,pharmaceuticals,healthcare,True,D,M,2023-04-04 05:01:00,3845630030824,104.0,80.9,11.5,48.8,83132799.0
151,11400,food & beverage,liu hanyuan,59.0,china,agribusiness,food & beverage,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
151,11400,fashion & retail,michael rubin,50.0,united states,online retail,fashion & retail,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
153,11300,finance & investments,israel englander,74.0,united states,hedge funds,finance & investments,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
153,11300,manufacturing,viatcheslav kantor,69.0,israel,"fertilizer, real estate",manufacturing,True,U,M,2023-04-04 05:01:00,395098666122,104.9,82.8,23.1,25.3,9053300.0
153,11300,manufacturing,anthony pratt,62.0,australia,manufacturing,manufacturing,False,D,M,2023-04-04 05:01:00,1392680589329,100.3,82.7,23.0,47.4,25766605.0
153,11300,finance & investments,mikhail prokhorov,57.0,switzerland,investments,finance & investments,True,U,M,2023-04-04 05:01:00,703082435360,105.2,83.6,10.1,28.8,8574832.0
157,11100,fashion & retail,giorgio armani,88.0,italy,luxury goods,fashion & retail,True,U,M,2023-04-04 05:01:00,2001244392042,101.9,82.9,24.3,59.1,60297396.0
157,11100,fashion & retail,johann rupert & family,72.0,south africa,luxury goods,fashion & retail,False,U,M,2023-04-04 05:01:00,351431649241,100.9,63.9,27.5,29.2,58558270.0
159,11000,technology,zhang zhidong,51.0,china,internet media,technology,True,D,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
161,10900,finance & investments,philip anschutz,83.0,united states,"energy, sports, entertainment",finance & investments,False,E,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
161,10900,fashion & retail,judy love & family,85.0,united states,gas stations,fashion & retail,True,U,F,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
161,10900,fashion & retail,ricardo salinas pliego & family,67.0,mexico,"retail, media",fashion & retail,False,D,M,2023-04-04 05:01:00,1258286717125,105.8,75.0,13.1,55.1,126014024.0
164,10700,media & entertainment,donald newhouse,93.0,united states,media,media & entertainment,False,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
165,10600,sports,robert kraft,81.0,united states,"manufacturing, new england patriots",sports,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
165,10600,food & beverage,marcel herrmann telles,73.0,brazil,beer,food & beverage,True,U,M,2023-04-04 05:01:00,1839758040766,115.4,75.7,14.2,65.1,212559417.0
167,10500,finance & investments,suleiman kerimov & family,57.0,russia,gold,finance & investments,True,U,M,2023-04-04 05:01:00,1699876578871,102.6,72.7,11.4,46.2,144373535.0
167,10500,fashion & retail,sky xu,39.0,china,e-commerce,fashion & retail,True,U,M,2023-04-04 05:01:00,19910000000000,100.2,77.0,9.4,59.2,1397715000.0
167,10500,finance & investments,changpeng zhao,45.0,united arab emirates,cryptocurrency exchange,finance & investments,True,D,M,2023-04-04 05:01:00,421142267938,108.4,77.8,0.1,15.9,9770529.0
170,10300,finance & investments,andrew beal,70.0,united states,"banks, real estate",finance & investments,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
171,10200,technology,mike cannon-brookes,43.0,australia,software,technology,True,D,M,2023-04-04 05:01:00,1392680589329,100.3,82.7,23.0,47.4,25766605.0
171,10200,healthcare,carl cook,60.0,united states,medical devices,healthcare,False,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
171,10200,technology,david duffield,82.0,united states,business software,technology,True,D,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
171,10200,energy,jeffery hildebrand,64.0,united states,oil,energy,True,U,M,2023-04-04 05:01:00,21427700000000,101.8,78.5,9.6,36.6,328239523.0
171,10200,manufacturing,viktor rashnikov,74.0,russia,steel,manufacturing,True,U,M,2023-04-04 05:01:00,1699876578871,102.6,72.7,11.4,46.2,144373535.0
171,10200,technology,eduardo saverin,41.0,singapore,facebook,technology,True,D,M,2023-04-04 05:01:00,372062527489,100.6,83.1,13.1,21.0,5703569.0
171,10200,automotive,georg schaeffler,58.0,germany,auto parts,automotive,False,U,M,2023-04-04 05:01:00,3845630030824,104.0,80.9,11.5,48.8,83132799.0
